paper_community,reference_community,year,citations
multimedia,computational linguistics,1996,3
multimedia,computational linguistics,1999,3
multimedia,computational linguistics,2000,4
multimedia,computational linguistics,2001,5
multimedia,computational linguistics,2002,9
multimedia,computational linguistics,2003,9
multimedia,computational linguistics,2004,4
multimedia,computational linguistics,2005,26
multimedia,computational linguistics,2006,11
multimedia,computational linguistics,2007,41
multimedia,computational linguistics,2008,36
multimedia,computational linguistics,2009,38
multimedia,computational linguistics,2010,37
multimedia,computational linguistics,2011,45
multimedia,computational linguistics,2012,40
multimedia,computational linguistics,2013,78
multimedia,computational linguistics,2014,95
multimedia,computational linguistics,2015,100
multimedia,computational linguistics,2016,161
multimedia,computational linguistics,2017,53
multimedia,data mining,1993,1
multimedia,data mining,1994,1
multimedia,data mining,1995,4
multimedia,data mining,1996,16
multimedia,data mining,1997,26
multimedia,data mining,1998,10
multimedia,data mining,1999,15
multimedia,data mining,2000,30
multimedia,data mining,2001,20
multimedia,data mining,2002,34
multimedia,data mining,2003,30
multimedia,data mining,2004,58
multimedia,data mining,2005,59
multimedia,data mining,2006,65
multimedia,data mining,2007,77
multimedia,data mining,2008,112
multimedia,data mining,2009,100
multimedia,data mining,2010,125
multimedia,data mining,2011,151
multimedia,data mining,2012,206
multimedia,data mining,2013,275
multimedia,data mining,2014,347
multimedia,data mining,2015,424
multimedia,data mining,2016,603
multimedia,data mining,2017,245
multimedia,databases,1993,2
multimedia,databases,1994,3
multimedia,databases,1995,9
multimedia,databases,1996,24
multimedia,databases,1997,43
multimedia,databases,1998,42
multimedia,databases,1999,30
multimedia,databases,2000,91
multimedia,databases,2001,59
multimedia,databases,2002,78
multimedia,databases,2003,87
multimedia,databases,2004,155
multimedia,databases,2005,147
multimedia,databases,2006,178
multimedia,databases,2007,222
multimedia,databases,2008,260
multimedia,databases,2009,309
multimedia,databases,2010,337
multimedia,databases,2011,479
multimedia,databases,2012,523
multimedia,databases,2013,603
multimedia,databases,2014,730
multimedia,databases,2015,804
multimedia,databases,2016,934
multimedia,databases,2017,411
multimedia,graphics,1991,3
multimedia,graphics,1992,1
multimedia,graphics,1994,6
multimedia,graphics,1995,10
multimedia,graphics,1996,21
multimedia,graphics,1997,28
multimedia,graphics,1998,34
multimedia,graphics,1999,29
multimedia,graphics,2000,58
multimedia,graphics,2001,26
multimedia,graphics,2002,69
multimedia,graphics,2003,76
multimedia,graphics,2004,88
multimedia,graphics,2005,139
multimedia,graphics,2006,139
multimedia,graphics,2007,186
multimedia,graphics,2008,128
multimedia,graphics,2009,178
multimedia,graphics,2010,146
multimedia,graphics,2011,203
multimedia,graphics,2012,232
multimedia,graphics,2013,353
multimedia,graphics,2014,533
multimedia,graphics,2015,533
multimedia,graphics,2016,692
multimedia,graphics,2017,411
multimedia,hci,1997,2
multimedia,hci,1999,1
multimedia,hci,2000,5
multimedia,hci,2002,6
multimedia,hci,2003,6
multimedia,hci,2004,7
multimedia,hci,2005,25
multimedia,hci,2006,24
multimedia,hci,2007,24
multimedia,hci,2008,30
multimedia,hci,2009,30
multimedia,hci,2010,37
multimedia,hci,2011,42
multimedia,hci,2012,53
multimedia,hci,2013,91
multimedia,hci,2014,100
multimedia,hci,2015,116
multimedia,hci,2016,174
multimedia,hci,2017,87
multimedia,information theory,1990,5
multimedia,information theory,1991,13
multimedia,information theory,1992,20
multimedia,information theory,1993,20
multimedia,information theory,1994,14
multimedia,information theory,1995,26
multimedia,information theory,1996,36
multimedia,information theory,1997,50
multimedia,information theory,1998,33
multimedia,information theory,1999,54
multimedia,information theory,2000,51
multimedia,information theory,2001,95
multimedia,information theory,2002,123
multimedia,information theory,2003,130
multimedia,information theory,2004,94
multimedia,information theory,2005,120
multimedia,information theory,2006,161
multimedia,information theory,2007,260
multimedia,information theory,2008,250
multimedia,information theory,2009,203
multimedia,information theory,2010,181
multimedia,information theory,2011,209
multimedia,information theory,2012,264
multimedia,information theory,2013,267
multimedia,information theory,2014,358
multimedia,information theory,2015,303
multimedia,information theory,2016,412
multimedia,information theory,2017,170
multimedia,medical informatics,2004,1
multimedia,medical informatics,2007,8
multimedia,medical informatics,2008,1
multimedia,medical informatics,2009,2
multimedia,medical informatics,2010,1
multimedia,medical informatics,2011,8
multimedia,medical informatics,2012,6
multimedia,medical informatics,2013,8
multimedia,medical informatics,2014,20
multimedia,medical informatics,2015,36
multimedia,medical informatics,2016,59
multimedia,medical informatics,2017,37
multimedia,multimedia,1990,1
multimedia,multimedia,1991,4
multimedia,multimedia,1992,20
multimedia,multimedia,1993,36
multimedia,multimedia,1994,58
multimedia,multimedia,1995,130
multimedia,multimedia,1996,148
multimedia,multimedia,1997,258
multimedia,multimedia,1998,308
multimedia,multimedia,1999,510
multimedia,multimedia,2000,648
multimedia,multimedia,2001,790
multimedia,multimedia,2002,925
multimedia,multimedia,2003,1095
multimedia,multimedia,2004,1380
multimedia,multimedia,2005,1886
multimedia,multimedia,2006,2153
multimedia,multimedia,2007,2567
multimedia,multimedia,2008,2507
multimedia,multimedia,2009,2801
multimedia,multimedia,2010,2732
multimedia,multimedia,2011,3124
multimedia,multimedia,2012,3422
multimedia,multimedia,2013,3949
multimedia,multimedia,2014,5038
multimedia,multimedia,2015,5477
multimedia,multimedia,2016,7879
multimedia,multimedia,2017,3585
multimedia,networks,1990,4
multimedia,networks,1991,47
multimedia,networks,1992,50
multimedia,networks,1993,82
multimedia,networks,1994,83
multimedia,networks,1995,92
multimedia,networks,1996,166
multimedia,networks,1997,133
multimedia,networks,1998,189
multimedia,networks,1999,258
multimedia,networks,2000,264
multimedia,networks,2001,254
multimedia,networks,2002,271
multimedia,networks,2003,319
multimedia,networks,2004,321
multimedia,networks,2005,469
multimedia,networks,2006,490
multimedia,networks,2007,538
multimedia,networks,2008,470
multimedia,networks,2009,536
multimedia,networks,2010,345
multimedia,networks,2011,535
multimedia,networks,2012,408
multimedia,networks,2013,529
multimedia,networks,2014,666
multimedia,networks,2015,807
multimedia,networks,2016,1019
multimedia,networks,2017,287
multimedia,robotics,1992,2
multimedia,robotics,1995,2
multimedia,robotics,1997,4
multimedia,robotics,1998,8
multimedia,robotics,1999,3
multimedia,robotics,2000,14
multimedia,robotics,2001,3
multimedia,robotics,2002,8
multimedia,robotics,2003,7
multimedia,robotics,2004,12
multimedia,robotics,2005,15
multimedia,robotics,2006,30
multimedia,robotics,2007,28
multimedia,robotics,2008,39
multimedia,robotics,2009,22
multimedia,robotics,2010,53
multimedia,robotics,2011,42
multimedia,robotics,2012,40
multimedia,robotics,2013,73
multimedia,robotics,2014,128
multimedia,robotics,2015,116
multimedia,robotics,2016,186
multimedia,robotics,2017,129
multimedia,security,1998,4
multimedia,security,2000,3
multimedia,security,2001,1
multimedia,security,2002,1
multimedia,security,2003,11
multimedia,security,2004,11
multimedia,security,2005,11
multimedia,security,2006,15
multimedia,security,2007,25
multimedia,security,2008,42
multimedia,security,2009,50
multimedia,security,2010,62
multimedia,security,2011,88
multimedia,security,2012,87
multimedia,security,2013,109
multimedia,security,2014,288
multimedia,security,2015,419
multimedia,security,2016,654
multimedia,security,2017,326
multimedia,signal processing,1990,3
multimedia,signal processing,1991,6
multimedia,signal processing,1992,46
multimedia,signal processing,1993,53
multimedia,signal processing,1994,83
multimedia,signal processing,1995,158
multimedia,signal processing,1996,212
multimedia,signal processing,1997,333
multimedia,signal processing,1998,385
multimedia,signal processing,1999,613
multimedia,signal processing,2000,730
multimedia,signal processing,2001,908
multimedia,signal processing,2002,988
multimedia,signal processing,2003,1126
multimedia,signal processing,2004,1364
multimedia,signal processing,2005,1662
multimedia,signal processing,2006,1982
multimedia,signal processing,2007,2353
multimedia,signal processing,2008,2220
multimedia,signal processing,2009,2338
multimedia,signal processing,2010,2607
multimedia,signal processing,2011,2811
multimedia,signal processing,2012,3087
multimedia,signal processing,2013,3864
multimedia,signal processing,2014,5111
multimedia,signal processing,2015,5435
multimedia,signal processing,2016,8864
multimedia,signal processing,2017,3867
multimedia,software systems,1993,1
multimedia,software systems,1994,3
multimedia,software systems,1995,3
multimedia,software systems,1996,18
multimedia,software systems,1997,4
multimedia,software systems,1998,9
multimedia,software systems,1999,11
multimedia,software systems,2000,6
multimedia,software systems,2001,14
multimedia,software systems,2002,8
multimedia,software systems,2003,8
multimedia,software systems,2004,8
multimedia,software systems,2005,14
multimedia,software systems,2006,14
multimedia,software systems,2007,20
multimedia,software systems,2008,11
multimedia,software systems,2009,30
multimedia,software systems,2010,15
multimedia,software systems,2011,23
multimedia,software systems,2012,38
multimedia,software systems,2013,56
multimedia,software systems,2014,99
multimedia,software systems,2015,131
multimedia,software systems,2016,203
multimedia,software systems,2017,60
multimedia,systems,1992,3
multimedia,systems,1993,1
multimedia,systems,1995,7
multimedia,systems,1996,1
multimedia,systems,1997,3
multimedia,systems,1998,10
multimedia,systems,1999,6
multimedia,systems,2000,24
multimedia,systems,2001,17
multimedia,systems,2002,57
multimedia,systems,2003,20
multimedia,systems,2004,21
multimedia,systems,2005,27
multimedia,systems,2006,36
multimedia,systems,2007,33
multimedia,systems,2008,29
multimedia,systems,2009,46
multimedia,systems,2010,24
multimedia,systems,2011,47
multimedia,systems,2012,48
multimedia,systems,2013,69
multimedia,systems,2014,124
multimedia,systems,2015,139
multimedia,systems,2016,259
multimedia,systems,2017,87
multimedia,theory,1992,1
multimedia,theory,1993,1
multimedia,theory,1994,1
multimedia,theory,1996,1
multimedia,theory,1997,2
multimedia,theory,1998,3
multimedia,theory,1999,1
multimedia,theory,2000,1
multimedia,theory,2001,6
multimedia,theory,2002,6
multimedia,theory,2003,9
multimedia,theory,2004,20
multimedia,theory,2005,19
multimedia,theory,2006,12
multimedia,theory,2007,18
multimedia,theory,2008,18
multimedia,theory,2009,11
multimedia,theory,2010,15
multimedia,theory,2011,16
multimedia,theory,2012,20
multimedia,theory,2013,27
multimedia,theory,2014,28
multimedia,theory,2015,33
multimedia,theory,2016,51
multimedia,theory,2017,14
multimedia,vision,1990,5
multimedia,vision,1991,53
multimedia,vision,1992,72
multimedia,vision,1993,18
multimedia,vision,1994,51
multimedia,vision,1995,104
multimedia,vision,1996,123
multimedia,vision,1997,262
multimedia,vision,1998,359
multimedia,vision,1999,394
multimedia,vision,2000,619
multimedia,vision,2001,539
multimedia,vision,2002,832
multimedia,vision,2003,933
multimedia,vision,2004,1408
multimedia,vision,2005,1397
multimedia,vision,2006,1573
multimedia,vision,2007,2292
multimedia,vision,2008,2395
multimedia,vision,2009,2337
multimedia,vision,2010,2726
multimedia,vision,2011,3673
multimedia,vision,2012,4068
multimedia,vision,2013,6276
multimedia,vision,2014,8564
multimedia,vision,2015,9835
multimedia,vision,2016,14968
multimedia,vision,2017,6822
networks,ai,1990,7
networks,ai,1992,10
networks,ai,1993,4
networks,ai,1994,9
networks,ai,1995,9
networks,ai,1996,5
networks,ai,1997,8
networks,ai,1998,10
networks,ai,1999,5
networks,ai,2000,23
networks,ai,2001,12
networks,ai,2002,13
networks,ai,2003,27
networks,ai,2004,17
networks,ai,2005,38
networks,ai,2006,37
networks,ai,2007,90
networks,ai,2008,81
networks,ai,2009,87
networks,ai,2010,123
networks,ai,2011,127
networks,ai,2012,172
networks,ai,2013,223
networks,ai,2014,235
networks,ai,2015,358
networks,ai,2016,468
networks,ai,2017,259
networks,bioinformatics,2004,1
networks,bioinformatics,2005,3
networks,bioinformatics,2006,2
networks,bioinformatics,2007,5
networks,bioinformatics,2010,2
networks,bioinformatics,2011,10
networks,bioinformatics,2012,12
networks,bioinformatics,2013,14
networks,bioinformatics,2014,13
networks,bioinformatics,2015,16
networks,bioinformatics,2016,24
networks,bioinformatics,2017,6
networks,computational linguistics,1996,1
networks,computational linguistics,2001,1
networks,computational linguistics,2003,1
networks,computational linguistics,2005,1
networks,computational linguistics,2006,6
networks,computational linguistics,2009,1
networks,computational linguistics,2010,3
networks,computational linguistics,2011,5
networks,computational linguistics,2012,4
networks,computational linguistics,2013,7
networks,computational linguistics,2014,11
networks,computational linguistics,2015,16
networks,computational linguistics,2016,15
networks,computational linguistics,2017,3
networks,data mining,1990,2
networks,data mining,1993,5
networks,data mining,1995,1
networks,data mining,1996,6
networks,data mining,1997,6
networks,data mining,1998,2
networks,data mining,1999,4
networks,data mining,2000,4
networks,data mining,2001,2
networks,data mining,2002,20
networks,data mining,2003,15
networks,data mining,2004,17
networks,data mining,2005,25
networks,data mining,2006,42
networks,data mining,2007,32
networks,data mining,2008,37
networks,data mining,2009,47
networks,data mining,2010,82
networks,data mining,2011,68
networks,data mining,2012,107
networks,data mining,2013,123
networks,data mining,2014,159
networks,data mining,2015,174
networks,data mining,2016,183
networks,data mining,2017,154
networks,databases,1990,6
networks,databases,1992,1
networks,databases,1993,5
networks,databases,1995,4
networks,databases,1996,10
networks,databases,1997,14
networks,databases,1998,19
networks,databases,1999,19
networks,databases,2000,31
networks,databases,2001,52
networks,databases,2002,91
networks,databases,2003,62
networks,databases,2004,65
networks,databases,2005,80
networks,databases,2006,187
networks,databases,2007,164
networks,databases,2008,148
networks,databases,2009,202
networks,databases,2010,190
networks,databases,2011,218
networks,databases,2012,279
networks,databases,2013,280
networks,databases,2014,345
networks,databases,2015,344
networks,databases,2016,421
networks,databases,2017,245
networks,graphics,1990,5
networks,graphics,1991,1
networks,graphics,1993,6
networks,graphics,1994,1
networks,graphics,1995,6
networks,graphics,1996,3
networks,graphics,1998,5
networks,graphics,1999,4
networks,graphics,2000,1
networks,graphics,2001,4
networks,graphics,2002,3
networks,graphics,2003,10
networks,graphics,2004,9
networks,graphics,2005,5
networks,graphics,2006,5
networks,graphics,2007,3
networks,graphics,2008,7
networks,graphics,2009,13
networks,graphics,2010,6
networks,graphics,2011,3
networks,graphics,2012,27
networks,graphics,2013,16
networks,graphics,2014,21
networks,graphics,2015,19
networks,graphics,2016,36
networks,graphics,2017,14
networks,hci,1993,1
networks,hci,1995,1
networks,hci,2000,1
networks,hci,2001,3
networks,hci,2002,1
networks,hci,2003,1
networks,hci,2004,2
networks,hci,2006,2
networks,hci,2007,1
networks,hci,2008,3
networks,hci,2009,6
networks,hci,2010,4
networks,hci,2011,4
networks,hci,2012,12
networks,hci,2013,10
networks,hci,2014,14
networks,hci,2015,11
networks,hci,2016,20
networks,hci,2017,12
networks,information theory,1990,192
networks,information theory,1991,121
networks,information theory,1992,217
networks,information theory,1993,159
networks,information theory,1994,293
networks,information theory,1995,344
networks,information theory,1996,210
networks,information theory,1997,300
networks,information theory,1998,366
networks,information theory,1999,373
networks,information theory,2000,639
networks,information theory,2001,927
networks,information theory,2002,790
networks,information theory,2003,1186
networks,information theory,2004,1612
networks,information theory,2005,1884
networks,information theory,2006,2483
networks,information theory,2007,2871
networks,information theory,2008,3478
networks,information theory,2009,4357
networks,information theory,2010,3992
networks,information theory,2011,4540
networks,information theory,2012,5117
networks,information theory,2013,6353
networks,information theory,2014,5372
networks,information theory,2015,6442
networks,information theory,2016,6595
networks,information theory,2017,2396
networks,medical informatics,2007,2
networks,medical informatics,2009,7
networks,medical informatics,2010,4
networks,medical informatics,2011,10
networks,medical informatics,2012,10
networks,medical informatics,2013,9
networks,medical informatics,2014,22
networks,medical informatics,2015,16
networks,medical informatics,2016,39
networks,medical informatics,2017,55
networks,multimedia,1990,1
networks,multimedia,1991,2
networks,multimedia,1992,3
networks,multimedia,1993,8
networks,multimedia,1994,9
networks,multimedia,1995,25
networks,multimedia,1996,65
networks,multimedia,1997,85
networks,multimedia,1998,69
networks,multimedia,1999,60
networks,multimedia,2000,136
networks,multimedia,2001,75
networks,multimedia,2002,106
networks,multimedia,2003,135
networks,multimedia,2004,188
networks,multimedia,2005,174
networks,multimedia,2006,245
networks,multimedia,2007,361
networks,multimedia,2008,209
networks,multimedia,2009,248
networks,multimedia,2010,338
networks,multimedia,2011,374
networks,multimedia,2012,506
networks,multimedia,2013,399
networks,multimedia,2014,467
networks,multimedia,2015,553
networks,multimedia,2016,609
networks,multimedia,2017,262
networks,networks,1990,685
networks,networks,1991,701
networks,networks,1992,691
networks,networks,1993,833
networks,networks,1994,1192
networks,networks,1995,1489
networks,networks,1996,1370
networks,networks,1997,1909
networks,networks,1998,1596
networks,networks,1999,2204
networks,networks,2000,3278
networks,networks,2001,3837
networks,networks,2002,4697
networks,networks,2003,5511
networks,networks,2004,7118
networks,networks,2005,8176
networks,networks,2006,11270
networks,networks,2007,13713
networks,networks,2008,14472
networks,networks,2009,16885
networks,networks,2010,15766
networks,networks,2011,18983
networks,networks,2012,22908
networks,networks,2013,26162
networks,networks,2014,28721
networks,networks,2015,38092
networks,networks,2016,45816
networks,networks,2017,19247
networks,robotics,1998,3
networks,robotics,2000,2
networks,robotics,2002,4
networks,robotics,2003,12
networks,robotics,2004,7
networks,robotics,2005,6
networks,robotics,2006,36
networks,robotics,2007,35
networks,robotics,2008,39
networks,robotics,2009,64
networks,robotics,2010,53
networks,robotics,2011,56
networks,robotics,2012,123
networks,robotics,2013,113
networks,robotics,2014,125
networks,robotics,2015,149
networks,robotics,2016,174
networks,robotics,2017,56
networks,security,1990,1
networks,security,1993,13
networks,security,1994,5
networks,security,1995,3
networks,security,1996,7
networks,security,1997,8
networks,security,1998,8
networks,security,1999,56
networks,security,2000,40
networks,security,2001,18
networks,security,2002,39
networks,security,2003,108
networks,security,2004,91
networks,security,2005,147
networks,security,2006,273
networks,security,2007,346
networks,security,2008,300
networks,security,2009,340
networks,security,2010,348
networks,security,2011,512
networks,security,2012,517
networks,security,2013,648
networks,security,2014,807
networks,security,2015,728
networks,security,2016,996
networks,security,2017,528
networks,signal processing,1990,1
networks,signal processing,1991,2
networks,signal processing,1992,12
networks,signal processing,1993,20
networks,signal processing,1994,32
networks,signal processing,1995,55
networks,signal processing,1996,42
networks,signal processing,1997,127
networks,signal processing,1998,152
networks,signal processing,1999,146
networks,signal processing,2000,275
networks,signal processing,2001,323
networks,signal processing,2002,288
networks,signal processing,2003,463
networks,signal processing,2004,781
networks,signal processing,2005,977
networks,signal processing,2006,1654
networks,signal processing,2007,2433
networks,signal processing,2008,3141
networks,signal processing,2009,4117
networks,signal processing,2010,4349
networks,signal processing,2011,5522
networks,signal processing,2012,7294
networks,signal processing,2013,8688
networks,signal processing,2014,8978
networks,signal processing,2015,13200
networks,signal processing,2016,14899
networks,signal processing,2017,6025
networks,software systems,1990,43
networks,software systems,1991,18
networks,software systems,1992,19
networks,software systems,1993,33
networks,software systems,1994,50
networks,software systems,1995,28
networks,software systems,1996,52
networks,software systems,1997,27
networks,software systems,1998,28
networks,software systems,1999,58
networks,software systems,2000,61
networks,software systems,2001,41
networks,software systems,2002,54
networks,software systems,2003,57
networks,software systems,2004,54
networks,software systems,2005,43
networks,software systems,2006,47
networks,software systems,2007,79
networks,software systems,2008,73
networks,software systems,2009,81
networks,software systems,2010,57
networks,software systems,2011,72
networks,software systems,2012,80
networks,software systems,2013,112
networks,software systems,2014,117
networks,software systems,2015,99
networks,software systems,2016,103
networks,software systems,2017,84
networks,systems,1990,2
networks,systems,1991,6
networks,systems,1992,6
networks,systems,1993,12
networks,systems,1994,9
networks,systems,1995,13
networks,systems,1996,22
networks,systems,1997,28
networks,systems,1998,26
networks,systems,1999,60
networks,systems,2000,14
networks,systems,2001,35
networks,systems,2002,47
networks,systems,2003,71
networks,systems,2004,77
networks,systems,2005,95
networks,systems,2006,164
networks,systems,2007,294
networks,systems,2008,269
networks,systems,2009,362
networks,systems,2010,349
networks,systems,2011,425
networks,systems,2012,558
networks,systems,2013,652
networks,systems,2014,931
networks,systems,2015,1171
networks,systems,2016,1478
networks,systems,2017,994
networks,theory,1990,6
networks,theory,1991,6
networks,theory,1992,11
networks,theory,1993,21
networks,theory,1994,18
networks,theory,1995,19
networks,theory,1996,23
networks,theory,1997,13
networks,theory,1998,27
networks,theory,1999,30
networks,theory,2000,21
networks,theory,2001,28
networks,theory,2002,40
networks,theory,2003,82
networks,theory,2004,79
networks,theory,2005,70
networks,theory,2006,127
networks,theory,2007,140
networks,theory,2008,167
networks,theory,2009,193
networks,theory,2010,205
networks,theory,2011,242
networks,theory,2012,224
networks,theory,2013,242
networks,theory,2014,202
networks,theory,2015,264
networks,theory,2016,295
networks,theory,2017,165
networks,vision,1990,11
networks,vision,1991,2
networks,vision,1992,3
networks,vision,1993,9
networks,vision,1994,20
networks,vision,1995,15
networks,vision,1996,10
networks,vision,1997,31
networks,vision,1998,65
networks,vision,1999,9
networks,vision,2000,66
networks,vision,2001,13
networks,vision,2002,24
networks,vision,2003,36
networks,vision,2004,49
networks,vision,2005,44
networks,vision,2006,30
networks,vision,2007,150
networks,vision,2008,84
networks,vision,2009,91
networks,vision,2010,240
networks,vision,2011,170
networks,vision,2012,163
networks,vision,2013,163
networks,vision,2014,154
networks,vision,2015,293
networks,vision,2016,306
networks,vision,2017,136
robotics,ai,1990,77
robotics,ai,1991,55
robotics,ai,1992,130
robotics,ai,1993,147
robotics,ai,1994,200
robotics,ai,1995,264
robotics,ai,1996,203
robotics,ai,1997,289
robotics,ai,1998,268
robotics,ai,1999,264
robotics,ai,2000,402
robotics,ai,2001,386
robotics,ai,2002,414
robotics,ai,2003,466
robotics,ai,2004,534
robotics,ai,2005,577
robotics,ai,2006,624
robotics,ai,2007,845
robotics,ai,2008,933
robotics,ai,2009,880
robotics,ai,2010,1266
robotics,ai,2011,1141
robotics,ai,2012,1266
robotics,ai,2013,1454
robotics,ai,2014,1529
robotics,ai,2015,1854
robotics,ai,2016,1718
robotics,ai,2017,951
robotics,bioinformatics,1999,1
robotics,bioinformatics,2001,5
robotics,bioinformatics,2004,1
robotics,bioinformatics,2005,9
robotics,bioinformatics,2006,5
robotics,bioinformatics,2007,2
robotics,bioinformatics,2008,2
robotics,bioinformatics,2009,11
robotics,bioinformatics,2010,11
robotics,bioinformatics,2011,15
robotics,bioinformatics,2012,16
robotics,bioinformatics,2013,17
robotics,bioinformatics,2014,21
robotics,bioinformatics,2015,18
robotics,bioinformatics,2016,18
robotics,bioinformatics,2017,13
robotics,computational linguistics,1999,9
robotics,computational linguistics,2000,2
robotics,computational linguistics,2003,6
robotics,computational linguistics,2004,1
robotics,computational linguistics,2005,1
robotics,computational linguistics,2007,6
robotics,computational linguistics,2008,4
robotics,computational linguistics,2009,2
robotics,computational linguistics,2010,12
robotics,computational linguistics,2011,6
robotics,computational linguistics,2012,10
robotics,computational linguistics,2013,17
robotics,computational linguistics,2014,18
robotics,computational linguistics,2015,25
robotics,computational linguistics,2016,18
robotics,computational linguistics,2017,7
robotics,data mining,1992,2
robotics,data mining,1993,2
robotics,data mining,1995,1
robotics,data mining,1996,1
robotics,data mining,1997,2
robotics,data mining,1998,1
robotics,data mining,2001,4
robotics,data mining,2002,6
robotics,data mining,2003,10
robotics,data mining,2004,5
robotics,data mining,2005,6
robotics,data mining,2006,5
robotics,data mining,2007,8
robotics,data mining,2008,13
robotics,data mining,2009,15
robotics,data mining,2010,24
robotics,data mining,2011,22
robotics,data mining,2012,24
robotics,data mining,2013,45
robotics,data mining,2014,39
robotics,data mining,2015,57
robotics,data mining,2016,31
robotics,data mining,2017,13
robotics,databases,1991,1
robotics,databases,1992,3
robotics,databases,1993,2
robotics,databases,1995,2
robotics,databases,1996,1
robotics,databases,1997,4
robotics,databases,1998,1
robotics,databases,1999,2
robotics,databases,2001,5
robotics,databases,2002,4
robotics,databases,2003,11
robotics,databases,2004,6
robotics,databases,2005,3
robotics,databases,2006,2
robotics,databases,2007,5
robotics,databases,2008,9
robotics,databases,2009,14
robotics,databases,2010,20
robotics,databases,2011,25
robotics,databases,2012,23
robotics,databases,2013,37
robotics,databases,2014,46
robotics,databases,2015,50
robotics,databases,2016,36
robotics,databases,2017,13
robotics,graphics,1990,3
robotics,graphics,1991,2
robotics,graphics,1992,16
robotics,graphics,1993,4
robotics,graphics,1994,11
robotics,graphics,1995,9
robotics,graphics,1996,23
robotics,graphics,1997,14
robotics,graphics,1998,20
robotics,graphics,1999,29
robotics,graphics,2000,43
robotics,graphics,2001,30
robotics,graphics,2002,52
robotics,graphics,2003,41
robotics,graphics,2004,39
robotics,graphics,2005,69
robotics,graphics,2006,70
robotics,graphics,2007,90
robotics,graphics,2008,65
robotics,graphics,2009,76
robotics,graphics,2010,135
robotics,graphics,2011,154
robotics,graphics,2012,126
robotics,graphics,2013,111
robotics,graphics,2014,98
robotics,graphics,2015,150
robotics,graphics,2016,175
robotics,graphics,2017,49
robotics,hci,2001,1
robotics,hci,2002,2
robotics,hci,2003,1
robotics,hci,2004,3
robotics,hci,2005,4
robotics,hci,2006,4
robotics,hci,2007,18
robotics,hci,2008,29
robotics,hci,2009,27
robotics,hci,2010,24
robotics,hci,2011,50
robotics,hci,2012,64
robotics,hci,2013,117
robotics,hci,2014,98
robotics,hci,2015,163
robotics,hci,2016,153
robotics,hci,2017,96
robotics,information theory,1992,4
robotics,information theory,1993,2
robotics,information theory,1994,4
robotics,information theory,1995,2
robotics,information theory,1996,3
robotics,information theory,1997,1
robotics,information theory,1998,1
robotics,information theory,1999,1
robotics,information theory,2000,5
robotics,information theory,2001,5
robotics,information theory,2002,1
robotics,information theory,2003,4
robotics,information theory,2004,10
robotics,information theory,2005,5
robotics,information theory,2006,5
robotics,information theory,2007,9
robotics,information theory,2008,4
robotics,information theory,2009,9
robotics,information theory,2010,20
robotics,information theory,2011,18
robotics,information theory,2012,23
robotics,information theory,2013,22
robotics,information theory,2014,32
robotics,information theory,2015,22
robotics,information theory,2016,18
robotics,information theory,2017,13
robotics,medical informatics,2001,1
robotics,medical informatics,2002,1
robotics,medical informatics,2007,3
robotics,medical informatics,2008,1
robotics,medical informatics,2010,2
robotics,medical informatics,2011,3
robotics,medical informatics,2012,2
robotics,medical informatics,2013,2
robotics,medical informatics,2014,4
robotics,medical informatics,2015,5
robotics,medical informatics,2016,3
robotics,medical informatics,2017,4
robotics,multimedia,1995,1
robotics,multimedia,1996,1
robotics,multimedia,1998,5
robotics,multimedia,1999,6
robotics,multimedia,2000,4
robotics,multimedia,2001,5
robotics,multimedia,2002,3
robotics,multimedia,2003,7
robotics,multimedia,2004,6
robotics,multimedia,2005,17
robotics,multimedia,2006,5
robotics,multimedia,2007,15
robotics,multimedia,2008,23
robotics,multimedia,2009,15
robotics,multimedia,2010,30
robotics,multimedia,2011,27
robotics,multimedia,2012,29
robotics,multimedia,2013,53
robotics,multimedia,2014,52
robotics,multimedia,2015,48
robotics,multimedia,2016,73
robotics,multimedia,2017,27
robotics,networks,1991,4
robotics,networks,1992,2
robotics,networks,1994,1
robotics,networks,1995,1
robotics,networks,1996,3
robotics,networks,1997,3
robotics,networks,1998,1
robotics,networks,2000,1
robotics,networks,2001,3
robotics,networks,2002,5
robotics,networks,2003,7
robotics,networks,2004,10
robotics,networks,2005,8
robotics,networks,2006,28
robotics,networks,2007,16
robotics,networks,2008,24
robotics,networks,2009,24
robotics,networks,2010,45
robotics,networks,2011,50
robotics,networks,2012,58
robotics,networks,2013,71
robotics,networks,2014,68
robotics,networks,2015,74
robotics,networks,2016,61
robotics,networks,2017,38
robotics,robotics,1990,375
robotics,robotics,1991,548
robotics,robotics,1992,1156
robotics,robotics,1993,1567
robotics,robotics,1994,1868
robotics,robotics,1995,1734
robotics,robotics,1996,2657
robotics,robotics,1997,2743
robotics,robotics,1998,2481
robotics,robotics,1999,2753
robotics,robotics,2000,3182
robotics,robotics,2001,3110
robotics,robotics,2002,3606
robotics,robotics,2003,3643
robotics,robotics,2004,4114
robotics,robotics,2005,5009
robotics,robotics,2006,5049
robotics,robotics,2007,5746
robotics,robotics,2008,5707
robotics,robotics,2009,5954
robotics,robotics,2010,7335
robotics,robotics,2011,7707
robotics,robotics,2012,8468
robotics,robotics,2013,8972
robotics,robotics,2014,10509
robotics,robotics,2015,10585
